MEDICAL CONCEPT LABEL,MEDICAL CONCEPT ID
"cpt::Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)::36832::C3868097|C4052271|C3521152|C4052272|C3521153|C0371821|C3868098|C3703291",5786
"cpt::Revision, open, of gastric restrictive procedure for morbid obesity, other than adjustable gastric restrictive device (separate procedure)::43848::C3521857|C3703391|C0372041",5787
cpt::Rheumatoid factor; qualitative::86430::C3516460|C0201661|C4052059,5788
cpt::Rhinectomy; partial::30150::C0189007,5789
cpt::Rhinectomy; total::30160::C3520093|C0176364,5790
"cpt::Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip only::30460::C3520099|C3520100|C3513203|C0371382|C3520102|C3520098|C3520101|C3520097",5791
"cpt::Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip, septum, osteotomies::30462::C3520099|C3520104|C3513203|C3520105|C3520098|C0371383|C3520103|C3520097",5792
"cpt::Rhinoplasty, primary; complete, external parts including bony pyramid, lateral and alar cartilages, and/or elevation of nasal tip::30410::C0189046|C3527451",5793
"cpt::Rhinoplasty, primary; including major septal repair::30420::C3520095|C3513199|C0189047",5794
"cpt::Rhinoplasty, primary; lateral and alar cartilages and/or elevation of nasal tip::30400::C0396093|C3513198|C3527498|C0189045",5795
"cpt::Rhinoplasty, secondary; intermediate revision (bony work with osteotomies)::30435::C3513201|C0371381|C3520096",5796
"cpt::Rhinoplasty, secondary; major revision (nasal tip work and osteotomies)::30450::C0189050|C3520096|C3513202",5797
"cpt::Rhinoplasty, secondary; minor revision (small amount of nasal tip work)::30430::C0189048|C3513200|C3520096",5798
"cpt::Rhythm ecg, 1-3 leads; tracing only without interpretation and report::93041::C3526721|C0199572|C3516984",5799
"cpt::Rhythm ecg, 1-3 leads; with interpretation and report::93040::C0199571|C3516983",5800
"cpt::Rhytidectomy; cheek, chin, and neck::15828::C0191570|C3512054",5801
cpt::Rhytidectomy; forehead::15824::C0395122|C3512051,5802
cpt::Rhytidectomy; glabellar frown lines::15826::C0191569|C3512053,5803
"cpt::Rhytidectomy; neck with platysmal tightening (platysmal flap, p-flap)::15825::C0191571|C3512052",5804
cpt::Rhytidectomy; superficial musculoaponeurotic system (smas) flap::15829::C0370546|C3518188|C3512055,5805
cpt::Riboflavin (vitamin b-2)::84252::C0373720,5806
"cpt::Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed::93451::C3517034|C3526794|C2939313|C0189896",5807
"cpt::Right heart catheterization, for congenital cardiac anomalies::93530::C0519179|C0189896",5808
"cpt::Right ventricular resection for infundibular stenosis, with or without commissurotomy::33476::C3513509|C0189795|C3520536|C0189796|C0371544",5809
"cpt::Routine obstetric care including antepartum care, cesarean delivery, and postpartum care, following attempted vaginal delivery after previous cesarean delivery::59618::C0372650|C3515066|C3523466",5810
"cpt::Routine obstetric care including antepartum care, cesarean delivery, and postpartum care::59510::C0195605|C3523469|C3515062",5811
"cpt::Routine obstetric care including antepartum care, vaginal delivery (with or without episiotomy, and/or forceps) and postpartum care, after previous cesarean delivery::59610::C3523466|C0372647|C3515065",5812
"cpt::Routine obstetric care including antepartum care, vaginal delivery (with or without episiotomy, and/or forceps) and postpartum care::59400::C3515056|C3523466|C0195604",5813
cpt::Russell viper venom time (includes venom); diluted::85613::C0200484|C3516412,5814
cpt::Salicylate,5815
"cpt::Saline infusion sonohysterography (sis), including color flow doppler, when performed::76831::C2122097|C0519820|C0949051|C0203417",5816
cpt::Salivary gland imaging::78230::C3496536|C3865912,5817
cpt::Salivary gland imaging; with serial images::78231::C0373410|C3496536|C3865911,5818
"cpt::Salpingectomy, complete or partial, unilateral or bilateral (separate procedure)::58700::C0565375|C0195512|C3523400|C0195509|C3703640|C0372614",5819
"cpt::Salpingo-oophorectomy, complete or partial, unilateral or bilateral (separate procedure)::58720::C0372615|C3523403|C3523402|C3523401|C3523404|C3703641",5820
cpt::Salpingostomy (salpingoneostomy)::58770::C0036136|C3515013,5821
"cpt::Scanning computerized ophthalmic diagnostic imaging (eg, scanning laser) with interpretation and report, unilateral",5822
"cpt::Scanning computerized ophthalmic diagnostic imaging, posterior segment, (eg, scanning laser) with interpretation and report, unilateral",5823
"cpt::Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; optic nerve::92133::C2939304|C3526644|C3526645|C3516855",5824
"cpt::Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; retina::92134::C3526647|C2939305|C3516856|C3526646",5825
cpt::Scleral reinforcement (separate procedure); with graft::67255::C0395450|C3515560,5826
cpt::Scleral reinforcement (separate procedure); without graft::67250::C0197836|C3515559|C0197835,5827
"cpt::Scraping of cornea, diagnostic, for smear and/or culture::65430::C0197415|C3515470|C0197416|C0372986",5828
"cpt::Screening test of visual acuity, quantitative, bilateral::99173::C3704133|C0812567|C3527143",5829
"cpt::Screening test, pure tone, air only::92551::C0200285|C3516899|C3526666",5830
cpt::Scrotal exploration::55110::C0194942|C3514812,5831
cpt::Scrotoplasty; complicated::55180::C3514815|C0195000|C0195002,5832
cpt::Scrotoplasty; simple::55175::C0195000|C0403202|C0195001,5833
"cpt::Secondary closure of surgical wound or dehiscence, extensive or complicated::13160::C3704763|C3511983|C0370498|C3704764|C2091828|C3517936",5834
"cpt::Secondary repair of dura for cerebrospinal fluid leak, anterior, middle or posterior cranial fossa following surgery of the skull base; by free tissue graft (eg, pericranium, fascia, tensor fascia lata, adipose tissue, homologous or synthetic grafts)::61618::C3515178|C3867372|C3867379|C3867383|C3524104|C3867375|C3524105|C0372767|C3867380|C3867381|C3867384|C3867376|C3867371|C3867373|C3867378|C3867368|C3867369|C3867385|C3867382|C3867374|C3867377|C3524103|C3867370",5835
"cpt::Secondary repair of dura for cerebrospinal fluid leak, anterior, middle or posterior cranial fossa following surgery of the skull base; by local or regionalized vascularized pedicle flap or myocutaneous flap (including galea, temporalis, frontalis or occipitalis muscle)::61619::C3867359|C3867362|C3867367|C3524112|C3524106|C3524114|C3867357|C3515179|C3524109|C3867360|C3524113|C3867356|C3867364|C4052183|C3867365|C3524110|C3867366|C3524111|C3867361|C0372768|C3524107|C3867358|C3524108",5836
cpt::Secondary revision of orbitocraniofacial reconstruction::21275::C0185623|C3512289,5837
"cpt::Sedimentation rate, erythrocyte; non-automated::85651::C3516414|C0373817|C1176468",5838
"cpt::Selective catheter placement (first-order), main renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture and catheter placement(s), fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervision and interpretation, including pressure gradient measurements when performed, and flush aortogram when performed; bilateral::36252::C3521089|C3248098|C3521090|C3703264",5839
"cpt::Selective catheter placement (first-order), main renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture and catheter placement(s), fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervision and interpretation, including pressure gradient measurements when performed, and flush aortogram when performed; unilateral::36251::C3521087|C3248097|C3703263|C3521088",5840
"cpt::Selective catheter placement, arterial system; additional second order, third order, and beyond, abdominal, pelvic, or lower extremity artery branch, within a vascular family (list in addition to code for initial second or third order vessel as appropriate)::36248::C0371798|C3521084|C3521081|C3513756|C3521082|C3521083|C3521085|C3521086",5841
"cpt::Selective catheter placement, arterial system; additional second order, third order, and beyond, thoracic or brachiocephalic branch, within a vascular family (list in addition to code for initial second or third order vessel as appropriate)::36218::C3521067|C3521070|C3513751|C3521068|C3521069|C0371794",5842
"cpt::Selective catheter placement, arterial system; each first order abdominal, pelvic, or lower extremity artery branch, within a vascular family::36245::C3521080|C3521079|C0371795|C3513755|C3521078",5843
"cpt::Selective catheter placement, arterial system; each first order thoracic or brachiocephalic branch, within a vascular family::36215::C0371791|C3521065|C3513751|C3521066",5844
"cpt::Selective catheter placement, arterial system; initial second order abdominal, pelvic, or lower extremity artery branch, within a vascular family::36246::C3521081|C3513755|C3521082|C3521083|C0371796",5845
"cpt::Selective catheter placement, arterial system; initial second order thoracic or brachiocephalic branch, within a vascular family::36216::C3521067|C3513751|C0371792|C3521068",5846
"cpt::Selective catheter placement, arterial system; initial third order or more selective abdominal, pelvic, or lower extremity artery branch, within a vascular family::36247::C0371797|C3521084|C3513755|C3521085|C3521086",5847
"cpt::Selective catheter placement, arterial system; initial third order or more selective thoracic or brachiocephalic branch, within a vascular family::36217::C3521070|C3513751|C3521069|C0371793",5848
"cpt::Selective catheter placement, left or right pulmonary artery::36014::C0371783|C3521053|C3521054",5849
"cpt::Selective catheter placement, venous system; first order branch (eg, renal vein, jugular vein)::36011::C3868151|C0371780|C3868152|C0398266",5850
"cpt::Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)::36012::C3868150|C3868149|C0398266|C0371781",5851
cpt::Selenium::84255::C0373721,5852
"cpt::Self-care/home management training (eg, activities of daily living (adl) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes::97535::C3517314|C3527096|C0374515|C3527097",5853
"cpt::Semen analysis; volume, count, motility, and differential::89320::C3516686|C3526461|C0427992|C0695109|C0202533|C0037842|C3526462",5854
"cpt::Sensorimotor examination with multiple measurements of ocular deviation (eg, restrictive or paretic muscle with diplopia) with interpretation and report (separate procedure)::92060::C0374199|C3526637|C3516849",5855
"cpt::Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes::97533::C3517313|C0918239|C3527095",5856
cpt::Septal or other intranasal dermatoplasty (does not include obtaining graft)::30620::C3513210|C3520113|C3520114|C0371386,5857
"cpt::Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft::30520::C0371384|C3520112|C3520107|C3520109|C3513205|C3520110|C3520111|C0188993|C3520106|C3520108",5858
"cpt::Sequestrectomy (eg, for osteomyelitis or bone abscess), shaft or distal humerus::24134::C3702816|C3706558|C0186471|C3518716|C3706556|C3706559|C3518717|C3706557",5859
"cpt::Serial tonometry (separate procedure) with multiple measurements of intraocular pressure over an extended time period with interpretation and report, same day (eg, diurnal curve or medical treatment of acute elevation of intraocular pressure)::92100::C0374205|C3704006|C3526642",5860
cpt::Serotonin::84260::C0202217,5861
"cpt::Sesamoidectomy, first toe (separate procedure)::28315::C0188565|C3708207|C3513080",5862
"cpt::Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); anterior synechiae, except goniosynechiae::65870::C3524896|C3524895|C3524897|C3515491|C0197508",5863
"cpt::Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); goniosynechiae::65865::C0197507|C3524892|C3524893|C3515491|C3524894",5864
cpt::Severing of tarsorrhaphy::67710::C0395208|C3515591,5865
"cpt::Severing of vitreous strands, vitreous face adhesions, sheets, membranes or opacities, laser surgery (1 or more stages)::67031::C3524940|C3515540|C3524941|C3524942|C3524938|C0373031|C3524939",5866
cpt::Sex hormone binding globulin (shbg)::84270::C0202218,5867
